,underlying_symbol,quote_date,root,expiration,strike,option_type,open,high,low,close,trade_volume,bid_size_1545,bid_1545,ask_size_1545,ask_1545,underlying_bid_1545,underlying_ask_1545,implied_underlying_price_1545,active_underlying_price_1545,implied_volatility_1545,delta_1545,gamma_1545,theta_1545,vega_1545,rho_1545,bid_size_eod,bid_eod,ask_size_eod,ask_eod,underlying_bid_eod,underlying_ask_eod,vwap,open_interest,delivery_code,dte_days,buckets
25,SPY,2023-08-25,SPY,2023-09-01,360.0,P,0.02,0.03,0.01,0.02,1057,7008,0.01,3873,0.02,440.78,440.8,0.0,440.79,0.5081,-0.0018,0.0002,-0.009,0.0036,-0.0001,4505,0.01,4328,0.02,440.04,440.07,0.0202,1906,,7,7D
26,SPY,2023-08-25,SPY,2023-09-01,365.0,C,0.0,0.0,0.0,0.0,0,10,76.11,10,76.35,440.78,440.8,0.0,440.79,0.0,0.9913,0.0007,-0.0383,0.0149,0.0672,25,74.89,25,76.06,440.04,440.07,0.0,58,,7,7D
27,SPY,2023-08-25,SPY,2023-09-01,365.0,P,0.03,0.03,0.02,0.02,1015,3483,0.02,6266,0.03,440.78,440.8,0.0,440.79,0.4999,-0.0029,0.0003,-0.0142,0.0055,-0.0002,5260,0.01,2301,0.02,440.04,440.07,0.0204,48118,,7,7D
28,SPY,2023-08-25,SPY,2023-09-01,370.0,C,0.0,0.0,0.0,0.0,0,10,71.12,10,71.36,440.78,440.8,0.0,440.79,0.0,0.9904,0.0008,-0.0406,0.0162,0.0682,44,69.9,25,71.07,440.04,440.07,0.0,196,,7,7D
29,SPY,2023-08-25,SPY,2023-09-01,370.0,P,0.03,0.04,0.02,0.02,588,5809,0.02,5117,0.03,440.78,440.8,0.0,440.79,0.4672,-0.003,0.0003,-0.0141,0.0059,-0.0003,399,0.02,4936,0.03,440.04,440.07,0.0301,77533,,7,7D
30,SPY,2023-08-25,SPY,2023-09-01,371.0,C,0.0,0.0,0.0,0.0,0,10,70.12,10,70.35,440.78,440.8,0.0,440.79,0.0,0.9918,0.0007,-0.0319,0.0142,0.0686,25,68.91,25,69.91,440.04,440.07,0.0,1,,7,7D
31,SPY,2023-08-25,SPY,2023-09-01,371.0,P,0.03,0.03,0.03,0.03,226,4673,0.02,4932,0.03,440.78,440.8,0.0,440.79,0.4607,-0.0031,0.0003,-0.0141,0.0059,-0.0003,1464,0.02,4952,0.03,440.04,440.07,0.03,1,,7,7D
32,SPY,2023-08-25,SPY,2023-09-01,372.0,C,0.0,0.0,0.0,0.0,0,20,69.12,10,69.36,440.78,440.8,0.0,440.79,0.0,0.9896,0.0008,-0.0438,0.0174,0.0686,25,67.91,25,69.08,440.04,440.07,0.0,4,,7,7D
33,SPY,2023-08-25,SPY,2023-09-01,372.0,P,0.03,0.03,0.03,0.03,185,4786,0.02,4858,0.03,440.78,440.8,0.0,440.79,0.4542,-0.0031,0.0003,-0.0141,0.006,-0.0003,2050,0.02,4925,0.03,440.04,440.07,0.03,234,,7,7D
34,SPY,2023-08-25,SPY,2023-09-01,373.0,C,0.0,0.0,0.0,0.0,0,20,68.12,10,68.36,440.78,440.8,0.0,440.79,0.0,0.9896,0.0009,-0.0435,0.0175,0.0689,25,66.91,25,68.09,440.04,440.07,0.0,2,,7,7D
35,SPY,2023-08-25,SPY,2023-09-01,373.0,P,0.03,0.04,0.03,0.04,186,5168,0.02,4686,0.03,440.78,440.8,0.0,440.79,0.4477,-0.0032,0.0004,-0.014,0.0061,-0.0003,2512,0.02,4736,0.03,440.04,440.07,0.0301,33,,7,7D
36,SPY,2023-08-25,SPY,2023-09-01,374.0,C,0.0,0.0,0.0,0.0,0,10,67.13,10,67.37,440.78,440.8,0.0,440.79,0.0,0.9895,0.0009,-0.0431,0.0176,0.0691,25,65.91,25,67.09,440.04,440.07,0.0,5,,7,7D
37,SPY,2023-08-25,SPY,2023-09-01,374.0,P,0.03,0.03,0.03,0.03,183,5550,0.02,5182,0.03,440.78,440.8,0.0,440.79,0.4412,-0.0032,0.0004,-0.014,0.0062,-0.0003,3292,0.02,4647,0.03,440.04,440.07,0.03,59,,7,7D
38,SPY,2023-08-25,SPY,2023-09-01,375.0,C,0.0,0.0,0.0,0.0,0,10,66.13,10,66.37,440.78,440.8,0.0,440.79,0.0,0.9894,0.0009,-0.0427,0.0177,0.0693,44,64.91,25,66.08,440.04,440.07,0.0,312,,7,7D
39,SPY,2023-08-25,SPY,2023-09-01,375.0,P,0.03,0.03,0.03,0.03,182,6029,0.02,4790,0.03,440.78,440.8,0.0,440.79,0.4347,-0.0032,0.0004,-0.014,0.0063,-0.0003,3388,0.02,4558,0.03,440.04,440.07,0.03,4323,,7,7D
40,SPY,2023-08-25,SPY,2023-09-01,376.0,C,0.0,0.0,0.0,0.0,0,10,65.13,10,65.36,440.78,440.8,0.0,440.79,0.0,0.9909,0.0008,-0.0342,0.0156,0.0696,25,63.92,88,65.12,440.04,440.07,0.0,5,,7,7D
41,SPY,2023-08-25,SPY,2023-09-01,376.0,P,0.03,0.04,0.03,0.04,215,6266,0.02,3650,0.03,440.78,440.8,0.0,440.79,0.4283,-0.0033,0.0004,-0.014,0.0063,-0.0003,3924,0.02,4492,0.03,440.04,440.07,0.0315,20,,7,7D
42,SPY,2023-08-25,SPY,2023-09-01,377.0,C,0.0,0.0,0.0,0.0,0,20,64.13,10,64.37,440.78,440.8,0.0,440.79,0.0,0.9886,0.001,-0.0459,0.0189,0.0697,25,62.92,25,64.08,440.04,440.07,0.0,3,,7,7D
43,SPY,2023-08-25,SPY,2023-09-01,377.0,P,0.03,0.03,0.03,0.03,180,6537,0.02,3640,0.03,440.78,440.8,0.0,440.79,0.4218,-0.0033,0.0004,-0.014,0.0064,-0.0003,4099,0.02,4174,0.03,440.04,440.07,0.03,101,,7,7D
44,SPY,2023-08-25,SPY,2023-09-01,378.0,C,0.0,0.0,0.0,0.0,0,20,63.13,10,63.37,440.78,440.8,0.0,440.79,0.0,0.9885,0.001,-0.0455,0.019,0.0698,25,61.92,25,63.1,440.04,440.07,0.0,2,,7,7D
45,SPY,2023-08-25,SPY,2023-09-01,378.0,P,0.04,0.04,0.03,0.03,195,6679,0.02,3299,0.03,440.78,440.8,0.0,440.79,0.4154,-0.0034,0.0004,-0.0139,0.0065,-0.0003,4388,0.02,3843,0.03,440.04,440.07,0.0379,8,,7,7D
46,SPY,2023-08-25,SPY,2023-09-01,379.0,C,0.0,0.0,0.0,0.0,0,10,62.14,10,62.38,440.78,440.8,0.0,440.79,0.0,0.9884,0.001,-0.0451,0.0192,0.0701,25,60.92,25,62.1,440.04,440.07,0.0,10,,7,7D
47,SPY,2023-08-25,SPY,2023-09-01,379.0,P,0.04,0.04,0.03,0.03,184,2941,0.03,8737,0.04,440.78,440.8,0.0,440.79,0.4235,-0.0045,0.0005,-0.0188,0.0084,-0.0004,4568,0.02,3610,0.03,440.04,440.07,0.0397,6,,7,7D
48,SPY,2023-08-25,SPY,2023-09-01,380.0,C,60.05,60.11,60.05,60.11,14,10,61.14,10,61.38,440.78,440.8,0.0,440.79,0.0,0.9883,0.001,-0.0447,0.0193,0.0703,25,59.92,25,61.08,440.04,440.07,60.0543,318,,7,7D
49,SPY,2023-08-25,SPY,2023-09-01,380.0,P,0.05,0.05,0.03,0.04,229,3334,0.03,8519,0.04,440.78,440.8,0.0,440.79,0.4169,-0.0046,0.0005,-0.0187,0.0085,-0.0004,4664,0.02,3135,0.03,440.04,440.07,0.0403,72843,,7,7D
50,SPY,2023-08-25,SPY,2023-09-01,381.0,C,58.28,58.28,58.28,58.28,2,10,60.14,10,60.37,440.78,440.8,0.0,440.79,0.0,0.9898,0.001,-0.0364,0.0172,0.0706,25,58.93,25,60.09,440.04,440.07,58.28,4,,7,7D
51,SPY,2023-08-25,SPY,2023-09-01,381.0,P,0.04,0.04,0.04,0.04,249,3322,0.03,8406,0.04,440.78,440.8,0.0,440.79,0.4102,-0.0046,0.0005,-0.0187,0.0086,-0.0004,4686,0.02,2565,0.03,440.04,440.07,0.04,232,,7,7D
52,SPY,2023-08-25,SPY,2023-09-01,382.0,C,0.0,0.0,0.0,0.0,0,20,59.14,10,59.38,440.78,440.8,0.0,440.79,0.0,0.9874,0.0011,-0.0478,0.0207,0.0706,25,57.93,25,59.09,440.04,440.07,0.0,8,,7,7D
53,SPY,2023-08-25,SPY,2023-09-01,382.0,P,0.05,0.05,0.04,0.04,194,3310,0.03,8027,0.04,440.78,440.8,0.0,440.79,0.4037,-0.0047,0.0006,-0.0187,0.0087,-0.0004,4764,0.02,1330,0.03,440.04,440.07,0.0401,57,,7,7D
54,SPY,2023-08-25,SPY,2023-09-01,383.0,C,0.0,0.0,0.0,0.0,0,10,58.15,10,58.38,440.78,440.8,0.0,440.79,0.0,0.9873,0.0012,-0.0474,0.0208,0.0709,25,56.93,25,58.11,440.04,440.07,0.0,9,,7,7D
55,SPY,2023-08-25,SPY,2023-09-01,383.0,P,0.04,0.05,0.04,0.04,185,3489,0.03,5226,0.04,440.78,440.8,0.0,440.79,0.3971,-0.0048,0.0006,-0.0186,0.0089,-0.0004,5042,0.02,528,0.03,440.04,440.07,0.0401,151,,7,7D
56,SPY,2023-08-25,SPY,2023-09-01,384.0,C,0.0,0.0,0.0,0.0,0,10,57.15,10,57.39,440.78,440.8,0.0,440.79,0.0,0.9872,0.0012,-0.0471,0.021,0.0711,44,55.93,25,57.11,440.04,440.07,0.0,11,,7,7D
57,SPY,2023-08-25,SPY,2023-09-01,384.0,P,0.05,0.05,0.04,0.05,190,4401,0.03,5034,0.04,440.78,440.8,0.0,440.79,0.3905,-0.0049,0.0006,-0.0186,0.009,-0.0004,419,0.03,5901,0.04,440.04,440.07,0.0408,54,,7,7D
58,SPY,2023-08-25,SPY,2023-09-01,385.0,C,0.0,0.0,0.0,0.0,0,10,56.15,10,56.39,440.78,440.8,0.0,440.79,0.0,0.987,0.0012,-0.0467,0.0212,0.0713,25,54.93,25,56.09,440.04,440.07,0.0,288,,7,7D
59,SPY,2023-08-25,SPY,2023-09-01,385.0,P,0.04,0.05,0.04,0.05,185,4601,0.03,4976,0.04,440.78,440.8,0.0,440.79,0.3839,-0.0049,0.0006,-0.0186,0.0092,-0.0004,648,0.03,5715,0.04,440.04,440.07,0.0406,152679,,7,7D
60,SPY,2023-08-25,SPY,2023-09-01,386.0,C,0.0,0.0,0.0,0.0,0,20,55.15,10,55.39,440.78,440.8,0.0,440.79,0.0,0.9869,0.0013,-0.0463,0.0214,0.0715,25,53.94,25,55.1,440.04,440.07,0.0,12,,7,7D
61,SPY,2023-08-25,SPY,2023-09-01,386.0,P,0.05,0.05,0.05,0.05,173,4544,0.03,4178,0.04,440.78,440.8,0.0,440.79,0.3774,-0.005,0.0006,-0.0185,0.0093,-0.0004,1658,0.03,4668,0.04,440.04,440.07,0.05,10,,7,7D
62,SPY,2023-08-25,SPY,2023-09-01,387.0,C,0.0,0.0,0.0,0.0,0,20,54.15,10,54.39,440.78,440.8,0.0,440.79,0.2525,1.0,0.0,0.0,0.0002,0.0729,25,52.94,25,53.92,440.04,440.07,0.0,9,,7,7D
63,SPY,2023-08-25,SPY,2023-09-01,387.0,P,0.05,0.05,0.05,0.05,171,4973,0.03,3523,0.04,440.78,440.8,0.0,440.79,0.3708,-0.0051,0.0006,-0.0185,0.0094,-0.0004,2186,0.03,4584,0.04,440.04,440.07,0.05,200,,7,7D
64,SPY,2023-08-25,SPY,2023-09-01,388.0,C,0.0,0.0,0.0,0.0,0,10,53.16,10,53.39,440.78,440.8,0.0,440.79,0.2991,0.9993,0.0002,0.0,0.0021,0.073,25,51.94,25,53.12,440.04,440.07,0.0,8,,7,7D
65,SPY,2023-08-25,SPY,2023-09-01,388.0,P,0.06,0.06,0.04,0.04,198,5297,0.03,2888,0.04,440.78,440.8,0.0,440.79,0.3642,-0.0052,0.0007,-0.0184,0.0096,-0.0004,3007,0.03,4130,0.04,440.04,440.07,0.0492,0,,7,7D
66,SPY,2023-08-25,SPY,2023-09-01,389.0,C,0.0,0.0,0.0,0.0,0,10,52.16,10,52.4,440.78,440.8,0.0,440.79,0.287,0.9994,0.0001,0.0,0.0017,0.0732,44,50.94,25,52.11,440.04,440.07,0.0,5,,7,7D
67,SPY,2023-08-25,SPY,2023-09-01,389.0,P,0.05,0.05,0.05,0.05,177,6058,0.03,3117,0.04,440.78,440.8,0.0,440.79,0.3577,-0.0053,0.0007,-0.0184,0.0098,-0.0004,3507,0.03,3951,0.04,440.04,440.07,0.05,8,,7,7D
68,SPY,2023-08-25,SPY,2023-09-01,390.0,C,47.76,47.76,46.61,46.61,18,10,51.16,10,51.39,440.78,440.8,0.0,440.79,0.0,0.9873,0.0013,-0.0408,0.0209,0.0725,25,49.95,25,51.11,440.04,440.07,46.9967,606,,7,7D
69,SPY,2023-08-25,SPY,2023-09-01,390.0,P,0.05,0.06,0.03,0.03,443,6996,0.03,3103,0.04,440.78,440.8,0.0,440.79,0.3512,-0.0053,0.0007,-0.0184,0.0099,-0.0004,4201,0.03,3492,0.04,440.04,440.07,0.0495,1490,,7,7D
70,SPY,2023-08-25,SPY,2023-09-01,391.0,C,0.0,0.0,0.0,0.0,0,20,50.16,10,50.4,440.78,440.8,0.0,440.79,0.2911,0.9989,0.0002,0.0,0.0029,0.0736,25,48.95,25,50.11,440.04,440.07,0.0,7,,7,7D
71,SPY,2023-08-25,SPY,2023-09-01,391.0,P,0.05,0.06,0.04,0.04,170,6798,0.03,2846,0.04,440.78,440.8,0.0,440.79,0.3446,-0.0054,0.0007,-0.0183,0.0101,-0.0004,4354,0.03,3189,0.04,440.04,440.07,0.0566,2,,7,7D
72,SPY,2023-08-25,SPY,2023-09-01,392.0,C,0.0,0.0,0.0,0.0,0,10,49.17,10,49.4,440.78,440.8,0.0,440.79,0.2984,0.9982,0.0003,0.0,0.0042,0.0738,25,47.95,25,49.11,440.04,440.07,0.0,5,,7,7D
73,SPY,2023-08-25,SPY,2023-09-01,392.0,P,0.06,0.06,0.03,0.03,168,2473,0.04,8837,0.05,440.78,440.8,0.0,440.79,0.3481,-0.0068,0.0009,-0.0228,0.0121,-0.0006,4372,0.03,2945,0.04,440.04,440.07,0.0598,1,,7,7D
74,SPY,2023-08-25,SPY,2023-09-01,393.0,C,0.0,0.0,0.0,0.0,0,10,48.17,10,48.41,440.78,440.8,0.0,440.79,0.2896,0.9983,0.0003,0.0,0.004,0.0741,44,46.95,25,48.13,440.04,440.07,0.0,9,,7,7D
75,SPY,2023-08-25,SPY,2023-09-01,393.0,P,0.06,0.06,0.04,0.04,167,2795,0.04,8518,0.05,440.78,440.8,0.0,440.79,0.3414,-0.0069,0.0009,-0.0227,0.0124,-0.0006,4480,0.03,2044,0.04,440.04,440.07,0.0599,1,,7,7D
76,SPY,2023-08-25,SPY,2023-09-01,394.0,C,0.0,0.0,0.0,0.0,0,10,47.17,10,47.41,440.78,440.8,0.0,440.79,0.2806,0.9985,0.0003,0.0,0.0037,0.0743,25,45.95,25,47.12,440.04,440.07,0.0,10,,7,7D
77,SPY,2023-08-25,SPY,2023-09-01,394.0,P,0.07,0.07,0.06,0.06,166,3414,0.04,5370,0.05,440.78,440.8,0.0,440.79,0.3347,-0.007,0.0009,-0.0227,0.0126,-0.0006,4610,0.03,1296,0.04,440.04,440.07,0.0601,1000,,7,7D
78,SPY,2023-08-25,SPY,2023-09-01,395.0,C,0.0,0.0,0.0,0.0,0,20,46.17,10,46.41,440.78,440.8,0.0,440.79,0.2852,0.9977,0.0004,0.0,0.0051,0.0744,44,44.96,25,46.12,440.04,440.07,0.0,469,,7,7D
79,SPY,2023-08-25,SPY,2023-09-01,395.0,P,0.08,0.08,0.04,0.04,360,3849,0.04,5137,0.05,440.78,440.8,0.0,440.79,0.3281,-0.0071,0.001,-0.0226,0.0128,-0.0006,192,0.04,6150,0.05,440.04,440.07,0.0581,42551,,7,7D
80,SPY,2023-08-25,SPY,2023-09-01,396.0,C,0.0,0.0,0.0,0.0,0,10,45.18,10,45.41,440.78,440.8,0.0,440.79,0.2872,0.997,0.0005,-0.0022,0.0063,0.0746,25,43.96,25,45.14,440.04,440.07,0.0,7,,7,7D
81,SPY,2023-08-25,SPY,2023-09-01,396.0,P,0.07,0.07,0.07,0.07,164,4193,0.04,4904,0.05,440.78,440.8,0.0,440.79,0.3214,-0.0073,0.001,-0.0225,0.013,-0.0006,371,0.04,5960,0.05,440.04,440.07,0.07,1604,,7,7D
82,SPY,2023-08-25,SPY,2023-09-01,397.0,C,0.0,0.0,0.0,0.0,0,10,44.18,10,44.42,440.78,440.8,0.0,440.79,0.2792,0.9971,0.0005,-0.0018,0.0062,0.0748,25,43.27,25,44.14,440.04,440.07,0.0,3,,7,7D
83,SPY,2023-08-25,SPY,2023-09-01,397.0,P,0.07,0.07,0.05,0.05,172,5175,0.04,4660,0.05,440.78,440.8,0.0,440.79,0.3148,-0.0074,0.0011,-0.0225,0.0133,-0.0006,733,0.04,4651,0.05,440.04,440.07,0.0688,89,,7,7D
84,SPY,2023-08-25,SPY,2023-09-01,398.0,C,0.0,0.0,0.0,0.0,0,10,43.18,10,43.41,440.78,440.8,0.0,440.79,0.2416,0.9992,0.0002,0.0,0.0023,0.0752,25,42.27,25,43.13,440.04,440.07,0.0,10,,7,7D
85,SPY,2023-08-25,SPY,2023-09-01,398.0,P,0.07,0.07,0.07,0.07,162,5828,0.04,4651,0.05,440.78,440.8,0.0,440.79,0.3081,-0.0076,0.0011,-0.0224,0.0135,-0.0006,1652,0.04,4374,0.05,440.04,440.07,0.07,501,,7,7D
86,SPY,2023-08-25,SPY,2023-09-01,399.0,C,0.0,0.0,0.0,0.0,0,20,42.18,10,42.42,440.78,440.8,0.0,440.79,0.272,0.9965,0.0007,-0.0035,0.0073,0.0752,25,41.28,25,42.13,440.04,440.07,0.0,22,,7,7D
87,SPY,2023-08-25,SPY,2023-09-01,399.0,P,0.08,0.08,0.05,0.05,293,6218,0.04,4904,0.05,440.78,440.8,0.0,440.79,0.3015,-0.0077,0.0011,-0.0224,0.0138,-0.0006,3072,0.04,4056,0.05,440.04,440.07,0.0687,439,,7,7D
88,SPY,2023-08-25,SPY,2023-09-01,400.0,C,39.04,40.4,38.13,40.4,60,10,41.19,10,41.42,440.78,440.8,0.0,440.79,0.2716,0.9958,0.0008,-0.0055,0.0085,0.0754,25,40.27,25,41.13,440.04,440.07,39.1397,554,,7,7D
89,SPY,2023-08-25,SPY,2023-09-01,400.0,P,0.09,0.1,0.04,0.04,1701,48,0.05,8538,0.06,440.78,440.8,0.0,440.79,0.3021,-0.0092,0.0013,-0.0265,0.0161,-0.0008,3709,0.04,3769,0.05,440.04,440.07,0.0696,83299,,7,7D
90,SPY,2023-08-25,SPY,2023-09-01,401.0,C,0.0,0.0,0.0,0.0,0,10,40.19,10,40.43,440.78,440.8,0.0,440.79,0.264,0.9959,0.0008,-0.0051,0.0084,0.0756,25,39.27,25,40.13,440.04,440.07,0.0,3,,7,7D
91,SPY,2023-08-25,SPY,2023-09-01,401.0,P,0.08,0.08,0.04,0.04,824,87,0.05,7988,0.06,440.78,440.8,0.0,440.79,0.2954,-0.0094,0.0014,-0.0264,0.0164,-0.0008,3874,0.04,3315,0.05,440.04,440.07,0.0579,319,,7,7D
92,SPY,2023-08-25,SPY,2023-09-01,402.0,C,0.0,0.0,0.0,0.0,0,10,39.19,10,39.43,440.78,440.8,0.0,440.79,0.2564,0.996,0.0008,-0.0047,0.0083,0.0758,25,38.28,25,39.14,440.04,440.07,0.0,11,,7,7D
93,SPY,2023-08-25,SPY,2023-09-01,402.0,P,0.09,0.1,0.05,0.05,804,3072,0.05,5007,0.06,440.78,440.8,0.0,440.79,0.2886,-0.0096,0.0014,-0.0264,0.0167,-0.0008,4351,0.04,1923,0.05,440.04,440.07,0.057,1244,,7,7D
94,SPY,2023-08-25,SPY,2023-09-01,403.0,C,0.0,0.0,0.0,0.0,0,10,38.2,10,38.43,440.78,440.8,0.0,440.79,0.2607,0.9943,0.001,-0.0091,0.011,0.0759,25,37.25,25,37.9,440.04,440.07,0.0,6,,7,7D
